,V1,V2,V3,total
818,7,11,@itspaolayoo,33618
819,7,12,@realDonaldTrump,59347
820,7,12,@SrBachchan,37759
821,7,12,@AnimeVibxs,23468
822,7,12,@juniorbachchan,22495
823,7,12,@JoeBiden,20973
824,7,14,@realDonaldTrump,79816
825,7,14,@NYGovCuomo,62429
826,7,14,@KILLBILLEVOL1,50455
827,7,14,@drdavidsamadi,36503
828,7,14,@ximenaxmartinez,34901
829,7,15,@realDonaldTrump,87187
830,7,15,@ampizzzle,52398
831,7,15,@RealCandaceO,37891
832,7,15,@SirMowwz,36122
833,7,15,@lisalibrarian,35755
834,7,17,@realDonaldTrump,65122
835,7,17,@Ixyaaa,59754
836,7,17,@ProjectLincoln,52816
837,7,17,@EmeraldRobinson,42255
838,7,17,@SolomonPuryear,36749
839,7,18,@realDonaldTrump,63098
840,7,18,@drdavidsamadi,37290
841,7,18,@lilmsawkward,35739
842,7,18,@sayabhullar,31080
843,7,18,@Nayellimarte,28518
844,7,19,@realDonaldTrump,70215
845,7,19,@briitogabiis,41938
846,7,19,@drdavidsamadi,33439
847,7,19,@mhdksafa,26505
848,7,19,@RahulGandhi,26265
849,7,20,@realDonaldTrump,105149
850,7,20,@ProjectJosiee,54055
851,7,20,@asaplocky,33910
852,7,20,@JoeBiden,30605
853,7,20,@JRehling,26514
854,7,21,@realDonaldTrump,138894
855,7,21,@NYGovCuomo,34241
856,7,21,@EyePatchGuy,34070
857,7,21,@ProjectLincoln,32114
858,7,21,@drdavidsamadi,28665
859,7,22,@migizikwe,88989
860,7,22,@realDonaldTrump,84707
861,7,22,@ProjectLincoln,42225
862,7,22,@JoeBiden,31774
863,7,22,@mumblesj,28975
864,7,23,@realDonaldTrump,81625
865,7,23,@BrettMau5,38246
866,7,23,@ProjectLincoln,31913
867,7,23,@gwallamagic,27927
868,7,23,@JoeBiden,26213
869,7,24,@realDonaldTrump,51948
870,7,24,@BernieSanders,39947
871,7,24,@RahulGandhi,28493
872,7,24,@CNN,24601
873,7,24,@ASlavitt,22653
874,7,25,@BernieSanders,129830
875,7,25,@realDonaldTrump,57832
876,7,25,@alsoto7,56892
877,7,25,@drdavidsamadi,36393
878,7,25,@TristanTaylor88,35841
879,7,26,@realDonaldTrump,79151
880,7,26,@TheresaChapple,35767
881,7,26,@KKMPutrajaya,33552
882,7,26,@bugsyband,30544
883,7,26,@alsoto7,25713
884,7,27,@realDonaldTrump,74035
885,7,27,@MateoMontana,35261
886,7,27,@ASlavitt,34264
887,7,27,@cl0uds9,28529
888,7,27,@charliekirk11,28379
889,7,28,@realDonaldTrump,103812
890,7,28,@stellaimmanuel,61735
891,7,28,@danaoneika,61075
892,7,28,@ProjectLincoln,34196
893,7,28,@BernieSanders,31267
894,7,29,@realDonaldTrump,98299
895,7,29,@drsimonegold,36301
896,7,29,@OGLisaTurtle,33599
897,7,29,@JoeBiden,27212
898,7,29,@emchirinoo,26497
899,7,30,@realDonaldTrump,129047
900,7,30,@MikelJollett,42468
901,7,30,@Bamarooski,31182
902,7,30,@drsimonegold,30103
903,7,30,@ItsRitz,26812
904,7,31,@realDonaldTrump,110378
905,7,31,@slothanova,52397
906,7,31,@MikelJollett,35467
907,7,31,@JoeBiden,25953
908,7,31,@RespectableLaw,25684
909,8,7,@realDonaldTrump,118920
910,8,7,@ItsJustShay,43534
911,8,7,@JoeBiden,37252
912,8,7,@rofnl,28834
913,8,7,@DWUhlfelderLaw,25236
914,8,8,@realDonaldTrump,675600
915,8,8,@adoraIbe,58089
916,8,8,@JoeBiden,57754
917,8,8,@omithewaffler,57242
918,8,8,@IAMJADEJACKSON,55204
919,8,8,@dougmar,51026
920,8,8,@th0tcouture,50873
921,8,8,@layc04,45854
922,8,8,@lsabelladani,43788
923,8,8,@damsuran,40942
924,8,8,@priteshgandhimd,40735
925,8,8,@forensictoxguy,39866
926,8,8,@maddieevelasco,36560
927,8,8,@nytimes,34088
928,8,8,@EscaflowneClown,33098
929,8,8,@LilNasX,32600
930,8,8,@DrRPNishank,30594
931,8,8,@StrayKids,29679
932,8,8,@AOC,29642
933,8,8,@Nikhil09121,28888
934,8,8,@rofnl,28600
935,8,8,@LazyGinger,28159
936,8,8,@NYGovCuomo,27070
937,8,8,@peterbakernyt,27023
938,8,8,@ProjectLincoln,25507
939,8,8,@JackPosobiec,23886
940,8,8,@AK3YN,22197
941,8,8,@wisemanlhs,19455
942,8,9,@realDonaldTrump,54871
943,8,9,@JoeBiden,43650
944,8,9,@DrRPNishank,42339
945,8,9,@drdavidsamadi,30695
946,8,9,@mmpadellan,29306
947,8,10,@MiriamH13,101388
948,8,10,@realDonaldTrump,80396
949,8,10,@RexChapman,51353
950,8,10,@wangseaver,45042
951,8,10,@drdavidsamadi,34394
952,8,11,@realDonaldTrump,76152
953,8,11,@JoeBiden,60820
954,8,11,@warofthesuburbs,42555
955,8,11,@paulsperry,27600
956,8,11,@narendramodi,24764
957,8,12,@realDonaldTrump,47816
958,8,12,@Mexaa,41720
959,8,12,@megswifelife,39069
960,8,12,@JoeBiden,32742
961,8,12,@bussey23,22333
962,8,13,@realDonaldTrump,61835
963,8,13,@DrRPNishank,43792
964,8,13,@tommobaess,34991
965,8,13,@oneuvakind,29304
966,8,13,@KamalaHarris,24069
967,8,14,@realDonaldTrump,82493
968,8,14,@BarackObama,55389
969,8,14,@micahhsic,45787
970,8,14,@Iyanii,41335
971,8,14,@KamalaHarris,38720
972,8,15,@realDonaldTrump,80213
973,8,15,@BarackObama,34959
974,8,15,@Philzadamz,27701
975,8,15,@highmynameisrae,25103
976,8,15,@drdavidsamadi,24200
977,8,16,@realDonaldTrump,56041
978,8,16,@DrRPNishank,40353
979,8,16,@jenhajcak,35397
980,8,16,@RepAdamSchiff,34138
981,8,16,@PawanKalyan,33462
982,8,17,@realDonaldTrump,47627
983,8,17,@DrRPNishank,40779
984,8,17,@BernieSanders,23780
985,8,17,@SandeepSaurav,22788
986,8,17,@advocatealakh,22589
987,8,18,@realDonaldTrump,94747
988,8,18,@JoeBiden,35098
989,8,18,@plixx,35094
990,8,18,@NYGovCuomo,34823
991,8,18,@BTStwt,31117
992,8,19,@realDonaldTrump,67922
993,8,19,@badmamiiiii,39544
994,8,19,@DrRPNishank,38939
995,8,19,@lickks,32841
996,8,19,@drdavidsamadi,30286
997,8,20,@realDonaldTrump,56569
998,8,20,@DrRPNishank,55530
999,8,20,@TheRealHazz,53495
1000,8,20,@narendramodi,41810
1001,8,20,@landryguillen,30889
1002,8,21,@DrRPNishank,116257
1003,8,21,@Swamy39,69194
1004,8,21,@realDonaldTrump,57150
1005,8,21,@SandeepSaurav,56564
1006,8,21,@DrTedros,55041
1007,8,22,@realDonaldTrump,75345
1008,8,22,@DrRPNishank,71553
1009,8,22,@DrTedros,71251
1010,8,22,@Swamy39,61515
1011,8,22,@yoyotrav,58174
1012,8,23,@realDonaldTrump,138273
1013,8,23,@DrTedros,85130
1014,8,23,@AISAtweets,73082
1015,8,23,@Swamy39,71044
1016,8,23,@DrRPNishank,67884
1017,8,24,@Swamy39,94606
1018,8,24,@DrRPNishank,79952
1019,8,24,@realDonaldTrump,79520
1020,8,24,@narendramodi,60059
1021,8,24,@LicypriyaK,55615
1022,8,25,@narendramodi,130948
1023,8,25,@LicypriyaK,103475
1024,8,25,@realDonaldTrump,77978
1025,8,25,@PMOIndia,62920
1026,8,25,@DrRPNishank,59233
1027,8,28,@LicypriyaK,81685
1028,8,28,@JoeBiden,74802
1029,8,28,@realDonaldTrump,60675
1030,8,28,@narendramodi,57380
1031,8,28,@UN,54780
1032,8,29,@realDonaldTrump,69800
1033,8,29,@JoeBiden,57414
1034,8,29,@DrRPNishank,57031
1035,8,29,@LicypriyaK,55860
1036,8,29,@narendramodi,44141
1037,8,30,@realDonaldTrump,71469
1038,8,30,@clownlito,50752
1039,8,30,@LWTPOLAROlD,45799
1040,8,30,@LicypriyaK,44110
1041,8,30,@narendramodi,37449
1042,8,31,@JoeBiden,64520
1043,8,31,@realDonaldTrump,57634
1044,8,31,@clownlito,48075
1045,8,31,@lois0112,42164
1046,8,31,@LicypriyaK,35332
1047,9,9,@realDonaldTrump,723849
1048,9,9,@JoeBiden,182484
1049,9,9,@505eunice,94207
1050,9,9,@RJXXIV,89520
1051,9,9,@PMOIndia,87106
1052,9,9,@moonriver365,85721
1053,9,9,@Abdulmir19,70604
1054,9,9,@narendramodi,69455
1055,9,9,@KanganaTeam,69070
1056,9,9,@NYGovCuomo,67776
1057,9,9,@chancsmith,65327
1058,9,9,@PlainJanie,61961
1059,9,9,@PiyushGoyal,58058
1060,9,9,@GEMINI,50934
1061,9,9,@ProjectLincoln,44276
1062,9,9,@LicypriyaK,39364
1063,9,9,@katiejanee,39218
1064,9,9,@lalups,35374
1065,9,9,@zornitsaxx,35004
1066,9,9,@BarackObama,34565
1067,9,9,@annikataraa,32607
1068,9,9,@KyungLahCNN,30845
1069,9,9,@kaiseyo,29923
1070,9,9,@RealCandaceO,29636
1071,9,9,@ArokaWrite,29373
1072,9,9,@Swamy39,23645
1073,9,9,@quintabrunson,20379
1074,9,10,@realDonaldTrump,202725
1075,9,10,@JoeBiden,94397
1076,9,10,@KamalaHarris,36823
1077,9,10,@ProjectLincoln,35349
1078,9,10,@JackPosobiec,30616
1079,9,11,@realDonaldTrump,137940
1080,9,11,@JoeBiden,61210
1081,9,11,@KamalaHarris,34778
1082,9,11,@97Vercetti,30147
1083,9,11,@Mediavenir,24500
1084,9,12,@realDonaldTrump,68300
1085,9,12,@BTStwt,35882
1086,9,12,@RahulGandhi,32347
1087,9,12,@DanRather,30978
1088,9,12,@SteveMartinToGo,28095
1089,9,13,@realDonaldTrump,117167
1090,9,13,@NickHintonn,43276
1091,9,13,@IamAfrodisiac,39831
1092,9,13,@QueenKBonita,31227
1093,9,13,@kneeyockartee,26798
1094,9,14,@realDonaldTrump,80173
1095,9,14,@florsles,45010
1096,9,14,@arrozconitalia,38948
1097,9,14,@GOPChairwoman,22948
1098,9,14,@Mippcivzla,21026
1099,9,15,@realDonaldTrump,75023
1100,9,15,@KBSeauxluxe,59064
1101,9,15,@NYGovCuomo,50319
1102,9,15,@Sphiamia,49652
1103,9,15,@JoeBiden,35426
1104,9,16,@realDonaldTrump,96151
1105,9,16,@TuckerCarlson,51574
1106,9,16,@JoeBiden,42112
1107,9,16,@AOC,34753
1108,9,16,@donwinslow,33994
1109,9,17,@JoeBiden,88384
1110,9,17,@realDonaldTrump,77919
1111,9,17,@EnzDeQuay,40858
1112,9,17,@kylegriffin1,38826
1113,9,17,@donmoyn,37805
1114,9,18,@realDonaldTrump,121726
1115,9,18,@JoeBiden,66664
1116,9,18,@ProjectLincoln,51099
1117,9,18,@CNN,36110
1118,9,18,@saintfadumo,28822
1119,9,19,@realDonaldTrump,53078
1120,9,19,@sugaplumami,40541
1121,9,19,@RealMattHousley,23768
1122,9,19,@ChennaiIPL,22974
1123,9,19,@simplydivine22,19172
1124,9,1,@moonriver365,85720
1125,9,1,@plainjanie,61957
1126,9,1,@realdonaldtrump,50091
1127,9,1,@joebiden,39754
1128,9,1,@realcandaceo,29604
1129,9,2,@pmoindia,86699
1130,9,2,@realdonaldtrump,74130
1131,9,2,@narendramodi,69283
1132,9,2,@piyushgoyal,58013
1133,9,2,@joebiden,38272
1134,9,3,@realdonaldtrump,162348
1135,9,3,@licypriyak,39222
1136,9,3,@nygovcuomo,37177
1137,9,3,@kyunglahcnn,30846
1138,9,3,@rjxxiv,28629
1139,9,4,@realdonaldtrump,74415
1140,9,4,@rjxxiv,60870
1141,9,4,@gemini,50930
1142,9,4,@zornitsaxx,35004
1143,9,4,@locdwithnessa,29970
1144,9,6,@abdulmir19,70596
1145,9,6,@joebiden,52213
1146,9,6,@realdonaldtrump,49256
1147,9,6,@lalups,35368
1148,9,6,@barackobama,34497
1149,9,7,@realdonaldtrump,92788
1150,9,7,@505eunice,68395
1151,9,7,@annikataraa,32602
1152,9,7,@kaiseyo,29916
1153,9,7,@arokawrite,29343
1154,9,8,@realdonaldtrump,112878
1155,9,8,@chancsmith,65230
1156,9,8,@505eunice,25761
1157,9,8,@swamy39,23496
1158,9,8,@quintabrunson,20370
1159,9,20,@yagirlkat,48736
1160,9,20,@sugaplumami,42014
1161,9,20,@jupiterdreamco,40117
1162,9,20,@stridinstrider,39511
1163,9,20,@realdonaldtrump,38252
1164,9,21,@realdonaldtrump,36880
1165,9,21,@abcdrih,36183
1166,9,21,@yagirlkat,33502
1167,9,21,@choibts2,31600
1168,9,21,@kylegriffin1,31132
1169,9,22,@btstwt,77630
1170,9,22,@realdonaldtrump,72214
1171,9,22,@joebiden,62369
1172,9,22,@unicefchief,61820
1173,9,22,@napsparttime,35285
1174,9,24,@ibraofficial,159951
1175,9,24,@bladehalll,59272
1176,9,24,@witchtrlals,56775
1177,9,24,@realdonaldtrump,41949
1178,9,24,@imigrvnt,34027
=======,,,,
51,2,1,@popplioikawa,7285
52,2,1,@realDonaldTrump,5563
53,2,1,@catcontentonly,5219
54,2,1,@WHO,4974
55,2,1,@spectatorindex,4843
56,2,2,@spectatorindex,7656
57,2,2,@TomValletti,6470
58,2,2,@MrVop,6362
59,2,2,@bancha333,6300
60,2,2,@WHO,5835
61,2,3,@l2wzai,12157
62,2,3,@realDonaldTrump,10325
63,2,3,@spectatorindex,5923
64,2,3,@celiasanchezzzz,5690
65,2,3,@MarwanCendawan,5385
66,2,4,@WHO,10657
67,2,4,@l2wzai,7648
68,2,4,@OHmes2,7413
69,2,4,@spectatorindex,7213
70,2,4,@KKMPutrajaya,6781
71,2,5,@spin9,13245
72,2,5,@takterqyira,10083
73,2,5,@martineekag,7760
74,2,5,@501Awani,7417
75,2,5,@DeanHareethhh,6884
76,2,6,@WHO,10415
77,2,6,@prismnolight,7110
78,2,6,@PDChina,6859
79,2,6,@WBYeats1865,6403
80,2,6,@501Awani,5804
81,2,7,@realDonaldTrump,17648
82,2,7,@ihucash,17370
83,2,7,@OlaTinee,9960
84,2,7,@ieralee,9893
85,2,7,@fAiDaRaveE,9213
86,2,8,@OlaTinee,31115
87,2,8,@FirstGentleman,13213
88,2,8,@ihucash,11702
89,2,8,@realDonaldTrump,7782
90,2,8,@jenniferatntd,7419
91,2,9,@SecPompeo,9121
92,2,9,@KarluskaP,7808
93,2,9,@jenniferatntd,7524
94,2,9,@inteldotwav,7033
95,2,9,@OlaTinee,6342
96,2,10,@JustinB84741875,10688
97,2,10,@realDonaldTrump,9517
98,2,10,@stevehanke,7859
99,2,10,@WHO,6869
100,2,10,@PrisonPlanet,6692
101,2,11,@charliekirk11,16183
102,2,11,@WHO,15887
103,2,11,@JustinB84741875,12165
104,2,11,@ChrisMurphyCT,6555
105,2,11,@JeromePolin,6506
106,2,12,@kiiingkrystal,23644
107,2,12,@RealJamesWoods,17593
108,2,12,@WHO,14990
109,2,12,@ChinaDaily,8641
110,2,12,@paulettasofia,7526
111,2,13,@kiiingkrystal,17497
112,2,13,@RealJamesWoods,15337
113,2,13,@WHO,11630
114,2,13,@BNODesk,10025
115,2,13,@spectatorindex,8165
116,2,14,@WHO,12007
117,2,14,@jenniferatntd,7968
118,2,14,@CNNIndonesia,7610
119,2,14,@ronkelawal,7512
120,2,14,@KemluRI,7120
121,2,15,@thaidansker,16308
122,2,15,@jenniferatntd,9721
123,2,15,@WHO,9015
124,2,15,@AhlulQohwah,8671
125,2,15,@spectatorindex,6630
126,2,16,@callumtwalker,40206
127,2,16,@TheWorldIsY,8533
128,2,16,@WHO,8528
129,2,16,@jenniferatntd,8502
130,2,16,@hels,8474
131,2,17,@RonallChersan,12637
132,2,17,@WHO,9290
133,2,17,@globaltimesnews,8932
134,2,17,@janyanis,7067
135,2,17,@stevehanke,5872
136,2,18,@peytnhaag,20551
137,2,18,@MichaelCoudrey,13187
138,2,18,@YouTube,9474
139,2,18,@WHO,9454
140,2,18,@RonallChersan,9226
141,2,19,@peytnhaag,34537
142,2,19,@lilmaddest,19397
143,2,19,@TonsTweetings,14065
144,2,19,@washikirei,12494
145,2,19,@sleeplessbkk,9436
146,2,20,@sleeplessbkk,14131
147,2,20,@washikirei,13747
148,2,20,@suthichai,9963
149,2,20,@realDonaldTrump,9080
150,2,20,@WSJ,8677
151,2,21,@naomusiker,59868
152,2,21,@washikirei,25798
153,2,21,@realDonaldTrump,18598
154,2,21,@BNODesk,15451
155,2,21,@sudarush,9428
156,2,22,@washikirei,26498
157,2,22,@naomusiker,20941
158,2,22,@verellie,17242
159,2,22,@maddow,12665
160,2,22,@realDonaldTrump,12624
161,2,23,@ConflitsFR,2479
162,2,23,@BNODesk,1668
163,2,23,@tagemeiqi,1452
164,2,23,@FinanzasTime,1430
165,2,23,@RichardEngel,1427
166,2,24,@realDonaldTrump,15059
167,2,24,@DrDzul,11284
168,2,24,@willtbh,10746
169,2,24,@ConflitsFR,10458
170,2,24,@WHO,7931
171,2,25,@realDonaldTrump,28666
172,2,25,@OHmes2,10507
173,2,25,@boom13003,8270
174,2,25,@tedlieu,7244
175,2,25,@ConflitsFR,6695
176,2,26,@realDonaldTrump,37887
177,2,26,@CDCgov,9754
178,2,26,@OHmes2,8871
179,2,26,@superm,8498
180,2,26,@washikirei,6704
181,2,27,@realDonaldTrump,25553
182,2,27,@OHmes2,12093
183,2,27,@AOC,6620
184,2,27,@charliekirk11,6355
185,2,27,@CDCgov,5922
186,2,28,@realDonaldTrump,113569
187,2,28,@OHmes2,60331
188,2,28,@CNN,32851
189,2,28,@VP,20867
190,2,28,@OliverBecquart,17815
191,2,29,@realDonaldTrump,170502
192,2,29,@tedlieu,67198
193,2,29,@OHmes2,41146
194,2,29,@CNN,32052
195,2,29,@KarenFlemingPhD,30822
196,3,1,@realDonaldTrump,116560
197,3,1,@OHmes2,40037
198,3,1,@tedlieu,33464
199,3,1,@OriginalDWoods,29170
200,3,1,@RealJamesWoods,28584
201,3,2,@realDonaldTrump,23306
202,3,2,@GirlNamedMarley,18842
203,3,2,@Pogllins,10620
204,3,2,@OHmes2,8462
205,3,2,@MoHFWINDIA,8040
206,3,3,@intothebrush,85848
207,3,3,@realDonaldTrump,72478
208,3,3,@RealJamesWoods,31013
209,3,3,@galeforcerob,26148
210,3,3,@WHO,26122
211,3,4,@realDonaldTrump,83158
212,3,4,@BarackObama,50977
213,3,4,@adazzlinhaze,45271
214,3,4,@ROSNALJU,41676
215,3,4,@GOPLeader,30095
216,3,5,@stayfrea,40061
217,3,5,@realDonaldTrump,31659
218,3,5,@NCStinn,9583
219,3,5,@BarackObama,8773
220,3,5,@adazzlinhaze,8107
221,3,6,@realDonaldTrump,35508
222,3,6,@tedlieu,14941
223,3,6,@DrDenaGrayson,14798
224,3,6,@elonmusk,12683
225,3,6,@MyFavsTrash,11009
226,3,7,@elonmusk,26508
227,3,7,@realDonaldTrump,23098
228,3,7,@ayoair,10214
229,3,7,@goodmiad,9529
230,3,7,@tedlieu,8982
231,3,8,@realDonaldTrump,21394
232,3,8,@KHJEsq,9332
233,3,8,@samanthariggs,9298
234,3,8,@tanawatofficial,8336
235,3,8,@SJimons,7540
236,3,9,@realDonaldTrump,31521
237,3,9,@OfficiallyAlly,10177
238,3,9,@BernieSanders,9825
239,3,9,@DrPaulGosar,7526
240,3,9,@jameshamblin,7513
241,3,10,@realDonaldTrump,17848
242,3,10,@ariannalp,5181
243,3,10,@Nyscalo,5070
244,3,10,@labisbeticah,4396
245,3,10,@meaw8588,4265
246,3,11,@realDonaldTrump,19062
247,3,11,@WHO,14021
248,3,11,@tastefullytayy,9651
249,3,11,@juliaksksks,6345
250,3,11,@kidmanscill,5884
251,3,12,@realDonaldTrump,16388
252,3,12,@juliaksksks,7312
253,3,12,@Nazeefah,7126
254,3,12,@WHO,6073
255,3,12,@tinyunhwa,5934
256,3,13,@realDonaldTrump,18082
257,3,13,@WHO,5524
258,3,13,@ravaskar,5511
259,3,13,@SethAbramson,4954
260,3,13,@BarackObama,4918
261,3,14,@realDonaldTrump,16540
262,3,14,@NicholsUprising,9362
263,3,14,@HtownBabyG,6735
264,3,14,@ohgeminii,6662
265,3,14,@restivogab,5758
266,3,15,@realDonaldTrump,11987
267,3,15,@LBGEEVEE,8737
268,3,15,@micheljessica,5979
269,3,15,@RomitBMD,4646
270,3,15,@reneeyoxon,4230
271,3,16,@realDonaldTrump,8947
272,3,16,@idriselba,8595
273,3,16,@mrspaceman,5606
274,3,16,@maxbrooksauthor,5555
275,3,16,@Melbrooks,5503
276,3,17,@realDonaldTrump,24934
277,3,17,@BalkanBlood,22020
278,3,17,@GoughCJ,18195
279,3,17,@idriselba,16157
280,3,17,@FaheemYounus,15715
281,3,18,@realDonaldTrump,33373
282,3,18,@cottoncandaddy,6477
283,3,18,@lachlan,6431
284,3,18,@charliekirk11,5902
285,3,18,@KKMPutrajaya,5583
286,3,19,@realDonaldTrump,46524
287,3,19,@baeonda,29694
288,3,19,@charliekirk11,20926
289,3,19,@narendramodi,12184
290,3,19,@BolsonaroSP,9957
291,3,20,@realDonaldTrump,28788
292,3,20,@AOC,13941
293,3,20,@narendramodi,13013
294,3,20,@charliekirk11,12626
295,3,20,@DearDean22,10192
296,3,21,@realDonaldTrump,29838
297,3,21,@narendramodi,18156
298,3,21,@hrmoroz,13400
299,3,21,@mohdkhairul,12812
300,3,21,@antoniokeko9,10080
301,3,22,@realDonaldTrump,44596
302,3,22,@narendramodi,28558
303,3,22,@KyarraIman,16228
304,3,22,@jairbolsonaro,8942
305,3,22,@eugenegu,8704
306,3,23,@realDonaldTrump,48860
307,3,23,@HaddadFernando,17278
308,3,23,@narendramodi,15950
309,3,23,@eugenegu,13848
310,3,23,@t3rr3z,12850
311,3,24,@realDonaldTrump,12495
312,3,24,@narendramodi,10653
313,3,24,@WHO,3810
314,3,24,@SpeakerPelosi,3474
315,3,24,@RealJamesWoods,3329
316,3,25,@realDonaldTrump,13241
317,3,25,@narendramodi,7148
318,3,25,@JordanRowes,4943
319,3,25,@WHO,4054
320,3,25,@KKMPutrajaya,3867
321,3,26,@realDonaldTrump,32986
322,3,26,@narendramodi,13819
323,3,26,@charliekirk11,10658
324,3,26,@jairbolsonaro,9704
325,3,26,@dglo4me,9131
326,3,27,@realDonaldTrump,47856
327,3,27,@BorisJohnson,16896
328,3,27,@scenyor,11882
329,3,27,@morekimo,11346
330,3,27,@narendramodi,10090
331,3,28,@realDonaldTrump,38440
332,3,28,@morekimo,31481
333,3,28,@ChicagoTraderrr,24859
334,3,28,@narendramodi,18752
335,3,28,@MichaelCoudrey,11923
336,3,29,@realDonaldTrump,51751
337,3,29,@narendramodi,19600
338,3,29,@WHO,19483
339,3,29,@JulianEpp,16973
340,3,29,@RealCandaceO,11852
341,3,30,@realDonaldTrump,35590
342,3,30,@AmberHobbs7,13853
343,3,30,@Imamofpeace,9181
344,3,30,@CorneliaLG,7741
345,3,30,@WHO,7699
346,3,31,@realDonaldTrump,11388
347,3,31,@narendramodi,4432
348,3,31,@ANI,3765
349,3,31,@charliekirk11,3539
350,3,31,@CNN,3380
351,4,1,@realDonaldTrump,23635
352,4,1,@PanamaRedin215,8985
353,4,1,@ConflitsFR,7558
354,4,1,@RealJamesWoods,7328
355,4,1,@business,7055
356,4,2,@realDonaldTrump,28446
357,4,2,@ConflitsFR,16948
358,4,2,@charliekirk11,12444
359,4,2,@nextgaara,11555
360,4,2,@CNN,10581
361,4,3,@realDonaldTrump,28933
362,4,3,@narendramodi,21231
363,4,3,@charliekirk11,16850
364,4,3,@ConflitsFR,15456
365,4,3,@CNN,12274
366,4,4,@realDonaldTrump,39690
367,4,4,@narendramodi,18278
368,4,4,@RealCandaceO,16413
369,4,4,@CNN,16047
370,4,4,@ConflitsFR,12694
371,4,5,@realDonaldTrump,42227
372,4,5,@narendramodi,25351
373,4,5,@charliekirk11,14722
374,4,5,@ConflitsFR,13250
375,4,5,@DGHisham,12717
376,4,6,@realDonaldTrump,46080
377,4,6,@BorisJohnson,13700
378,4,6,@narendramodi,13496
379,4,6,@ConflitsFR,12869
380,4,6,@RepMaxineWaters,12684
381,4,7,@realDonaldTrump,44814
382,4,7,@charliekirk11,20658
383,4,7,@lillihopkins,18463
384,4,7,@WHO,15517
385,4,7,@ConflitsFR,14000
386,4,8,@realDonaldTrump,28123
387,4,8,@WHO,10880
388,4,8,@narendramodi,10693
389,4,8,@CNN,10403
390,4,8,@ConflitsFR,9421
391,4,9,@realDonaldTrump,27679
392,4,9,@narendramodi,12553
393,4,9,@WHO,10239
394,4,9,@DrTedros,8589
395,4,9,@ConflitsFR,7810
396,4,10,@realDonaldTrump,37244
397,4,10,@narendramodi,16124
398,4,10,@RepMattGaetz,13311
399,4,10,@WHO,12901
400,4,10,@CNN,12232
401,4,11,@realDonaldTrump,34157
402,4,11,@narendramodi,15205
403,4,11,@CNN,12926
404,4,11,@charliekirk11,11531
405,4,11,@nytimes,10503
406,4,12,@realDonaldTrump,57583
407,4,12,@nytimes,22977
408,4,12,@narendramodi,14088
409,4,12,@ConflitsFR,12146
410,4,12,@CNN,10222
411,4,13,@realDonaldTrump,63488
412,4,13,@ivettepataki,18668
413,4,13,@meesterleesir,17126
414,4,13,@nytimes,15080
415,4,13,@ejln,14792
416,4,14,@realDonaldTrump,45550
417,4,14,@narendramodi,22468
418,4,14,@BT21,18564
419,4,14,@SJPeace,17344
420,4,14,@charliekirk11,16372
421,4,15,@realDonaldTrump,46351
422,4,15,@WHO,31915
423,4,15,@BillGates,22960
424,4,15,@CNN,13193
425,4,15,@WhiteHouse,12960
426,4,16,@realDonaldTrump,38235
427,4,16,@WHO,21604
428,4,16,@ConflitsFR,14318
429,4,16,@DrTedros,13342
430,4,16,@CNN,12783
431,4,17,@realDonaldTrump,65217
432,4,17,@Lousimonn,29981
433,4,17,@narendramodi,11821
434,4,17,@ConflitsFR,11623
435,4,17,@WHO,11551
436,4,18,@BT21,80698
437,4,18,@realDonaldTrump,41781
438,4,18,@superm,15336
439,4,18,@WHO,15217
440,4,18,@CNN,11422
441,4,19,@realDonaldTrump,52354
442,4,19,@GlblCtzn,26064
443,4,19,@thesundaytimes,23158
444,4,19,@WHO,19328
445,4,19,@nytimes,11640
446,4,20,@realDonaldTrump,42884
447,4,20,@beyerstein,23167
448,4,20,@motulo,21883
449,4,20,@CNN,12305
450,4,20,@ConflitsFR,11031
451,4,21,@realDonaldTrump,13874
452,4,21,@HyundaiGlobal,4325
453,4,21,@WHO,4000
454,4,21,@HLGatell,3283
455,4,21,@DrTedros,3238
456,4,22,@realDonaldTrump,44806
457,4,22,@narendramodi,20920
458,4,22,@CNN,17670
459,4,22,@alfredodelmazo,16821
460,4,22,@ConflitsFR,13309
461,4,23,@realDonaldTrump,37024
462,4,23,@alfredodelmazo,20621
463,4,23,@ADBoyntonII,17506
464,4,23,@ConflitsFR,15663
465,4,23,@narendramodi,12426
466,4,24,@realDonaldTrump,65242
467,4,24,@DanielLewis3,25060
468,4,24,@CNN,17732
469,4,24,@narendramodi,17391
470,4,24,@ConflitsFR,16628
471,4,25,@realDonaldTrump,84660
472,4,25,@SethAbramson,24528
473,4,25,@lincnotfound,24463
474,4,25,@CNN,22462
475,4,25,@WHO,20684
476,4,26,@realDonaldTrump,79120
477,4,26,@JustSumGuy176,27137
478,4,26,@lincnotfound,26285
479,4,26,@Heavenlyxoxo,19145
480,4,26,@marklevinshow,18320
481,4,27,@realDonaldTrump,55980
482,4,27,@Heavenlyxoxo,32911
483,4,27,@RealJamesWoods,26659
484,4,27,@igbuducj,20563
485,4,27,@RealCandaceO,15773
486,4,28,@realDonaldTrump,33054
487,4,28,@CapriCornyCait,31217
488,4,28,@RealCandaceO,19117
489,4,28,@CNN,11741
490,4,28,@ABC,10652
491,4,29,@realDonaldTrump,32039
